ID,item_cnt_month
518,2.2735894
519,2.2735894
520,2.2735894
521,2.5794232
522,2.5794232
523,2.2735894
524,2.2735894
525,2.5794232
526,1.6216643
527,1.4820619
528,1.4820619
529,1.4820619
530,2.2735894
531,2.2735894
532,1.4820619
533,1.6216643
534,1.6216643
535,1.6216643
536,2.2735894
537,1.4820619
538,2.5794232
539,1.6216643
540,2.5794232
541,2.2735894
542,2.2735894
543,2.5794232
544,2.2735894
545,2.2735894
546,2.2735894
547,2.2735894
548,2.2735894
549,1.8962097
550,2.5794232
551,2.2735894
552,2.2735894
553,1.8962097
554,1.8962097
555,2.2735894
556,1.6216643
557,2.2735894
558,1.6216643
559,2.2735894
560,2.2735894
561,2.5794232
562,1.6216643
563,1.6216643
564,1.6216643
565,1.6216643
566,1.4820619
567,2.2735894
568,2.5794232
569,1.8962097
570,2.5794232
571,1.6216643
572,1.6216643
573,1.6216643
574,1.6216643
575,1.6216643
576,1.4820619
577,1.6216643
578,2.2735894
579,2.2735894
580,1.6216643
581,1.6216643
582,1.6216643
583,1.6216643
584,1.6216643
585,1.6216643
586,1.6216643
587,4.3249807
588,4.3249807
589,4.3249807
590,1.6216643
591,1.6216643
592,1.6216643
593,1.8962097
594,1.6216643
595,1.4820619
596,1.4820619
597,1.6216643
598,1.4820619
599,1.6216643
600,1.8962097
601,1.8962097
602,1.6216643
603,1.4820619
604,1.6216643
605,1.6216643
606,1.6216643
607,1.6216643
608,2.2735894
609,2.2735894
610,2.2735894
611,2.2735894
612,2.5794232
613,2.5794232
614,1.6216643
615,2.2735894
616,2.2735894
617,2.2735894
618,2.2735894
619,2.2735894
620,2.2735894
621,2.5794232
622,2.2735894
623,2.2735894
624,1.6216643
625,1.6216643
626,1.4820619
627,1.6216643
628,1.4820619
629,1.4820619
630,1.6216643
631,1.6216643
632,2.133987
633,2.2735894
634,1.8962097
635,2.2735894
636,1.6216643
637,2.2735894
638,1.4820619
639,2.2735894
640,2.2735894
641,2.2735894
642,2.2735894
643,2.2735894
644,1.4820619
645,1.6216643
646,1.4820619
647,1.6216643
648,1.6216643
649,2.2735894
650,1.4820619
651,2.2735894
652,1.6216643
653,1.4820619
654,2.5794232
655,2.2735894
656,1.8962097
657,1.8962097
658,1.8962097
659,2.4398208
660,1.6216643
661,1.6216643
662,1.6216643
663,2.5794232
664,2.2735894
665,2.5794232
666,1.6216643
667,1.6216643
668,1.4820619
669,2.2735894
670,1.8962097
671,2.2735894
672,2.2735894
673,2.2735894
674,1.6216643
675,1.6216643
676,2.2735894
677,2.2735894
678,2.2735894
679,2.2735894
680,2.2735894
681,2.2735894
682,2.5794232
683,2.5794232
684,1.4820619
685,1.4820619
686,2.2735894
687,2.2735894
688,1.4820619
689,1.6216643
690,1.6216643
691,1.4820619
692,1.4820619
693,1.4820619
694,1.6216643
695,2.2735894
696,1.6216643
697,1.6216643
698,1.6216643
699,1.6216643
700,1.6216643
701,1.6216643
702,1.6216643
703,1.6216643
704,1.6216643
705,1.6216643
706,1.4820619
707,1.6216643
708,1.6216643
709,2.2735894
710,1.6216643
711,1.6216643
712,1.4820619
713,1.6225697
714,1.4820619
715,1.7621721
716,1.7621721
717,1.7621721
718,1.6216643
719,1.6216643
720,1.6216643
721,1.4820619
722,1.6216643
723,2.4398208
724,1.4820619
725,1.6216643
726,1.4820619
727,1.4820619
728,1.6216643
729,1.6216643
730,1.4820619
731,1.4820619
732,2.4398208
733,1.4820619
734,1.6216643
735,1.4820619
736,1.4820619
737,1.4820619
738,1.6216643
739,1.4820619
740,1.4820619
741,1.6216643
742,1.4820619
743,1.6216643
744,1.6216643
745,1.6216643
746,1.6216643
747,1.6216643
748,1.4820619
749,1.6216643
750,1.6216643
751,1.4820619
752,1.6216643
753,1.4820619
754,2.2735894
755,1.6216643
756,1.6216643
757,1.6216643
758,1.6216643
759,1.6216643
760,2.2735894
761,1.6216643
762,2.2735894
763,1.6216643
764,1.6216643
765,1.4820619
766,2.5794232
767,2.5794232
768,1.6216643
769,1.6216643
770,1.4820619
771,1.4820619
772,1.6216643
773,1.6216643
774,1.6216643
775,1.6216643
776,1.6216643
777,1.6216643
778,1.6216643
779,1.6216643
780,1.6216643
781,1.6216643
782,1.6216643
783,1.6216643
784,1.6216643
785,1.6216643
786,1.6216643
787,1.6216643
788,1.6216643
789,1.6216643
790,1.6216643
791,1.6216643
792,1.6216643
793,1.6216643
794,1.6216643
795,1.6216643
796,1.6216643
797,1.6216643
798,1.6216643
799,1.6216643
800,1.6216643
801,1.4820619
802,1.6216643
803,1.4820619
804,1.6216643
805,1.6216643
806,1.6216643
807,1.4820619
808,1.8962097
809,1.8962097
810,1.8962097
811,1.8962097
812,1.8962097
813,1.8962097
814,1.4820619
815,1.7621721
816,1.6216643
817,1.6216643
818,1.4820619
819,1.4820619
820,2.2735894
821,1.8962097
822,1.6216643
823,1.6216643
824,1.6216643
825,1.4820619
826,1.4820619
827,1.6216643
828,1.6216643
829,1.6216643
830,1.6216643
831,1.6216643
832,1.7621721
833,1.7621721
834,1.4820619
835,1.6216643
836,1.4820619
837,1.6216643
838,1.6216643
839,1.4820619
840,1.6216643
841,1.4820619
842,1.4820619
843,1.6216643
844,1.6216643
845,1.6216643
846,1.6216643
847,1.6216643
848,1.6216643
849,1.6216643
850,1.6216643
851,1.7621721
852,1.6216643
853,1.6216643
854,1.6216643
855,1.6216643
856,1.7621721
857,1.7621721
858,1.6216643
859,1.4820619
860,1.6216643
861,1.4820619
862,1.6216643
863,1.6216643
864,1.6216643
865,1.6216643
866,1.6216643
867,1.6216643
868,1.6216643
869,1.6216643
870,1.6216643
871,1.6216643
872,1.6216643
873,1.6216643
874,1.8962097
875,1.7621721
876,1.6216643
877,1.6216643
878,1.6216643
879,1.6216643
880,1.6216643
881,2.2735894
882,1.6216643
883,1.6216643
884,1.6216643
885,1.7621721
886,1.6216643
887,1.4820619
888,1.4820619
889,1.6216643
890,1.6216643
891,1.6216643
892,1.6216643
893,1.6216643
894,1.6216643
895,1.7621721
896,1.6216643
897,1.6216643
898,1.6216643
899,1.4820619
900,1.6216643
901,2.5794232
902,2.2735894
903,1.4820619
904,2.2735894
905,2.2735894
906,2.2735894
907,2.2735894
908,1.8962097
909,1.8962097
910,1.8962097
911,1.8962097
912,1.6216643
913,1.4820619
914,1.6216643
915,1.6216643
916,1.6216643
917,1.6216643
918,1.4820619
919,2.2735894
920,2.2735894
921,2.5794232
922,2.2735894
923,2.2735894
924,2.5794232
925,2.2735894
926,1.8962097
927,1.8962097
928,1.6216643
929,1.6216643
930,1.6216643
931,1.6216643
932,1.6216643
933,1.6216643
934,1.6216643
935,1.6216643
936,1.6216643
937,1.6216643
938,1.6216643
939,1.6216643
940,1.6216643
941,1.6216643
942,1.6216643
943,1.6216643
944,2.5794232
945,1.6216643
946,1.6216643
947,1.4820619
948,1.4820619
949,2.5794232
950,1.6216643
951,1.6216643
952,1.6216643
953,1.6216643
954,1.6216643
955,1.8962097
956,2.2735894
957,1.6216643
958,2.2735894
959,1.4820619
960,1.6216643
961,1.4820619
962,1.6216643
963,1.4820619
964,1.8962097
965,2.2735894
966,2.2735894
967,2.2735894
968,1.4820619
969,1.6216643
970,1.8962097
971,1.4820619
972,2.2735894
973,2.4398208
974,1.6216643
975,1.6216643
976,1.6216643
977,2.2735894
978,2.2735894
979,2.2735894
980,2.2735894
981,2.2735894
982,1.4820619
983,2.2735894
984,2.2735894
985,2.5794232
986,2.2735894
987,2.5794232
988,2.2735894
989,2.2735894
990,2.5794232
991,1.4820619
992,2.2735894
993,2.5794232
994,2.5794232
995,2.2735894
996,2.2735894
997,2.2735894
998,2.2735894
999,2.2735894
1000,2.2735894
1001,2.2735894
1002,3.6221862
1003,2.2735894
1004,2.5794232
1005,2.2735894
1006,2.2735894
1007,2.2735894
1008,2.2735894
1009,2.2735894
1010,1.6216643
1011,2.4398208
1012,2.2735894
1013,3.6221862
1014,2.2735894
1015,2.2735894
1016,1.6216643
1017,2.2735894
1018,2.2735894
1019,2.2735894
1020,2.2735894
1021,1.6225697
1022,2.2735894
1023,2.2735894
1024,2.5794232
1025,3.6221862
1026,2.2735894
1027,2.2735894
1028,1.6216643
1029,2.5794232
1030,2.2735894
1031,2.2735894
1032,2.2735894
1033,2.5794232
1034,2.2735894
1035,2.5794232
1036,2.2735894
1037,2.5794232
1038,2.2735894
1039,2.2735894
1040,2.2735894
1041,2.2735894
1042,2.2735894
1043,2.4398208
1044,2.2735894
1045,2.2735894
1046,2.2735894
1047,1.6216643
1048,1.4820619
1049,1.6216643
1050,1.6216643
1051,1.6216643
1052,1.6216643
1053,1.6216643
1054,1.4820619
1055,1.6216643
1056,1.6216643
1057,1.8962097
1058,2.2735894
1059,2.5794232
1060,1.4820619
1061,1.4820619
1062,1.6216643
1063,1.6225697
1064,2.2735894
1065,1.6216643
1066,1.4820619
1067,1.4820619
1068,1.4820619
1069,1.4820619
1070,1.4820619
1071,1.4820619
1072,1.6216643
1073,1.4820619
1074,1.4820619
1075,1.4820619
1076,2.2735894
1077,2.2735894
1078,2.2735894
1079,2.4398208
1080,2.2735894
1081,2.2735894
1082,2.2735894
1083,2.2735894
1084,2.2735894
1085,2.2735894
1086,2.2735894
1087,1.6216643
1088,1.6216643
1089,2.5794232
1090,2.2735894
1091,2.2735894
1092,2.5794232
1093,2.2735894
1094,2.2735894
1095,2.2735894
1096,2.5794232
1097,2.2735894
1098,1.6216643
1099,1.6216643
1100,2.2735894
1101,1.4820619
1102,1.4820619
1103,1.6216643
1104,1.6216643
1105,1.6216643
1106,1.7621721
1107,1.6216643
1108,1.4820619
1109,1.6216643
1110,1.7566073
1111,1.6216643
1112,2.5794232
1113,2.5794232
1114,2.2735894
1115,2.2735894
1116,1.4820619
1117,1.8962097
1118,1.4820619
1119,1.6216643
1120,2.2735894
1121,2.2735894
1122,1.4820619
1123,2.5794232
1124,2.2735894
1125,2.2735894
1126,1.7621721
1127,1.4820619
1128,2.2735894
1129,1.6216643
1130,2.2735894
1131,1.6216643
1132,2.2735894
1133,2.2735894
1134,1.6216643
1135,1.4820619
1136,2.2735894
1137,2.5794232
1138,2.5794232
1139,2.2735894
1140,2.2735894
1141,2.2735894
1142,2.5794232
1143,2.2735894
1144,1.4820619
1145,1.4820619
1146,1.6216643
1147,1.4820619
1148,1.6216643
1149,1.4820619
1150,2.2735894
1151,2.5794232
1152,1.6216643
1153,1.4820619
1154,1.4820619
1155,1.6216643
1156,1.6216643
1157,1.6225697
1158,1.8962097
1159,1.7566073
1160,1.8962097
1161,1.6216643
1162,1.4820619
1163,1.6216643
1164,1.6216643
1165,1.4820619
1166,1.6216643
1167,1.6216643
1168,2.2735894
1169,1.6216643
1170,1.6216643
1171,1.4820619
1172,1.4820619
1173,1.6216643
1174,1.4820619
1175,1.4820619
1176,1.4820619
1177,2.4398208
1178,1.4820619
1179,1.4820619
1180,1.6216643
1181,1.6216643
1182,1.6216643
1183,1.6216643
1184,1.4820619
1185,1.6216643
1186,1.4820619
1187,1.4820619
1188,1.4820619
1189,1.6216643
1190,2.2735894
1191,2.2735894
1192,1.6216643
1193,2.5794232
1194,2.5794232
1195,2.5794232
1196,2.2735894
1197,1.6216643
1198,2.2735894
1199,2.2735894
1200,2.2735894
1201,2.2735894
1202,2.2735894
1203,2.5794232
1204,1.6216643
1205,2.2735894
1206,1.8962097
1207,1.6216643
1208,1.8962097
1209,2.5794232
1210,2.2735894
1211,1.6216643
1212,2.4398208
1213,2.2735894
1214,1.6216643
1215,1.6216643
1216,1.4820619
1217,2.5794232
1218,1.6216643
1219,1.7621721
1220,1.6216643
1221,1.6216643
1222,1.6216643
1223,1.6216643
1224,1.4820619
1225,1.6216643
1226,1.6216643
1227,1.6216643
1228,1.6216643
1229,1.6216643
1230,1.6216643
1231,1.4820619
1232,1.6216643
1233,1.4820619
1234,1.6216643
1235,1.6216643
1236,1.6216643
1237,1.4820619
1238,1.6216643
1239,1.6216643
1240,1.4820619
1241,1.6216643
1242,1.4820619
1243,1.7621721
1244,1.7621721
1245,1.6216643
1246,1.4820619
1247,1.6216643
1248,1.4820619
1249,1.4820619
1250,1.4820619
1251,1.6216643
1252,2.2735894
1253,1.6216643
1254,1.6216643
1255,2.5794232
1256,2.5794232
1257,2.2735894
1258,2.2735894
1259,2.2735894
1260,2.2735894
1261,1.4820619
1262,1.6216643
1263,2.5794232
1264,2.2735894
1265,2.2735894
1266,1.4820619
1267,2.2735894
1268,1.6216643
1269,1.6216643
1270,1.4820619
1271,1.6216643
1272,1.7566073
1273,1.4820619
1274,1.4820619
1275,1.4820619
1276,1.4820619
1277,1.4820619
1278,2.2735894
1279,1.4820619
1280,1.7621721
1281,1.6216643
1282,2.2735894
1283,2.5794232
1284,2.2735894
1285,1.4820619
1286,1.6216643
1287,2.2735894
1288,2.2735894
1289,1.4820619
1290,1.4820619
1291,2.4398208
1292,1.6216643
1293,1.6216643
1294,1.6216643
1295,1.6216643
1296,1.4820619
1297,1.4820619
1298,1.6216643
1299,1.4820619
1300,1.4820619
1301,2.5794232
1302,1.6216643
1303,1.4820619
1304,1.6216643
1305,1.6216643
1306,1.4820619
1307,3.6221862
1308,2.133987
1309,1.6216643
1310,1.6216643
1311,1.4820619
1312,2.5794232
1313,1.4820619
1314,1.8962097
1315,1.8962097
1316,1.7621721
1317,1.4820619
1318,1.7621721
1319,1.4820619
1320,1.6216643
1321,1.4820619
1322,1.4820619
1323,1.4820619
1324,1.4820619
1325,1.6216643
1326,1.8962097
1327,1.4820619
1328,1.4820619
1329,1.4820619
1330,1.6216643
1331,1.6216643
1332,1.6216643
1333,4.3249807
1334,2.2735894
1335,2.2735894
1336,1.6216643
1337,2.2735894
1338,2.2735894
1339,1.6216643
1340,1.4820619
1341,1.4820619
1342,1.6216643
1343,1.6216643
1344,1.7566073
1345,1.8962097
1346,1.4820619
1347,1.4820619
1348,1.4820619
1349,1.6216643
1350,1.4820619
1351,1.4820619
1352,1.4820619
1353,1.4820619
1354,1.6216643
1355,1.6216643
1356,1.4820619
1357,1.4820619
1358,1.6216643
1359,1.7621721
1360,1.6216643
1361,1.6216643
1362,1.4820619
1363,1.6216643
1364,1.6216643
1365,1.6216643
1366,1.4820619
1367,1.4820619
1368,1.6216643
1369,1.4820619
1370,1.6216643
1371,1.8962097
1372,1.4820619
1373,1.4820619
1374,1.4820619
1375,1.4820619
1376,1.8962097
1377,1.4820619
1378,1.4820619
1379,1.6216643
1380,1.6216643
1381,1.8962097
1382,2.2735894
1383,1.4820619
1384,1.4820619
1385,2.2735894
1386,1.4820619
1387,1.4820619
1388,1.8962097
1389,1.6216643
1390,2.2735894
1391,2.5794232
1392,2.2735894
1393,1.4820619
1394,1.6216643
1395,1.4820619
1396,1.6216643
1397,1.6216643
1398,1.4820619
1399,1.4820619
1400,1.6216643
1401,1.8962097
1402,1.6216643
1403,2.5794232
1404,1.6216643
1405,2.2735894
1406,1.6216643
1407,1.8962097
1408,1.6216643
1409,1.6216643
1410,1.4820619
1411,2.5794232
1412,1.4820619
1413,3.6221862
1414,1.4820619
1415,1.4820619
1416,2.5794232
1417,2.2735894
1418,1.6216643
1419,1.6216643
1420,1.6216643
1421,1.4820619
1422,1.6216643
1423,1.4820619
1424,1.4820619
1425,2.4398208
1426,1.4820619
1427,1.6216643
1428,2.5794232
1429,1.6216643
1430,1.4820619
1431,1.4820619
1432,1.6216643
1433,1.4820619
1434,2.2735894
1435,1.4820619
1436,1.4820619
1437,1.6216643
1438,1.4820619
1439,1.4820619
1440,1.4820619
1441,1.4820619
1442,1.4820619
1443,1.6216643
1444,1.6216643
1445,2.2735894
1446,1.6216643
1447,1.6216643
1448,1.6216643
1449,1.6216643
1450,1.4820619
1451,1.6216643
1452,1.8962097
1453,1.4820619
1454,1.4820619
1455,1.8962097
1456,1.4820619
1457,1.8962097
1458,1.7566073
1459,1.8962097
1460,1.4820619
1461,1.7621721
1462,1.6216643
1463,1.6216643
1464,1.6216643
1465,1.6216643
1466,1.4820619
1467,2.2735894
1468,2.2735894
1469,1.7621721
1470,1.6216643
1471,1.6216643
1472,1.6216643
1473,1.6216643
1474,1.6216643
1475,1.6225697
1476,1.7621721
1477,1.7621721
1478,1.6216643
1479,1.7621721
1480,1.6216643
1481,1.6216643
1482,1.6216643
1483,1.7621721
1484,1.6216643
1485,1.6216643
1486,1.6216643
1487,1.4820619
1488,1.6216643
1489,1.6216643
1490,1.6216643
1491,1.6216643
1492,1.7621721
1493,1.6216643
1494,1.4820619
1495,1.4820619
1496,1.6216643
1497,1.7566073
1498,2.2735894
1499,1.4820619
1500,1.4820619
1501,1.6216643
1502,1.7621721
1503,1.7621721
1504,1.4820619
1505,1.6216643
1506,1.4820619
1507,1.7621721
1508,1.6216643
1509,1.4820619
1510,1.4820619
1511,1.4820619
1512,1.6216643
1513,1.7621721
1514,1.7621721
1515,2.2735894
1516,1.7621721
1517,1.4820619
1518,1.4820619
1519,1.4820619
1520,1.7621721
1521,1.7621721
1522,1.6216643
1523,1.4820619
1524,1.4820619
1525,1.6216643
1526,1.4820619
1527,1.6216643
1528,1.4820619
1529,1.4820619
1530,1.4820619
1531,1.6216643
1532,1.6216643
1533,1.6216643
1534,1.6216643
1535,1.6216643
1536,1.4820619
1537,1.6216643
1538,1.6216643
1539,1.6216643
1540,1.6216643
1541,1.6216643
1542,1.6216643
1543,2.2735894
1544,2.2735894
1545,1.6216643
1546,2.2735894
1547,2.5794232
1548,2.5794232
1549,2.5794232
1550,1.4820619
1551,1.6216643
1552,1.6216643
1553,1.6216643
1554,1.6216643
1555,1.4820619
1556,1.4820619
1557,1.4820619
1558,1.4820619
1559,1.6216643
1560,1.4820619
1561,1.6216643
1562,1.6216643
1563,1.8962097
1564,1.8962097
1565,1.8962097
1566,1.8962097
1567,1.6216643
1568,1.4820619
1569,1.6216643
1570,2.2735894
1571,2.2735894
1572,1.8962097
1573,1.6216643
1574,2.2735894
1575,2.2735894
1576,1.6216643
1577,1.6216643
1578,2.2735894
1579,1.6216643
1580,1.8962097
1581,1.8962097
1582,2.2735894
1583,2.2735894
1584,1.6216643
1585,1.8962097
1586,1.8962097
1587,2.2735894
1588,1.6216643
1589,2.5794232
1590,2.2735894
1591,1.6216643
1592,1.7621721
1593,2.2735894
1594,2.2735894
1595,1.8962097
1596,2.2735894
1597,1.8962097
1598,1.4820619
1599,1.4820619
1600,1.4820619
1601,1.4820619
1602,1.4820619
1603,1.6216643
1604,1.6216643
1605,1.4820619
1606,2.2735894
1607,2.2735894
1608,1.6216643
1609,1.6216643
1610,1.6216643
1611,1.6216643
1612,1.6216643
1613,2.2735894
1614,1.6216643
1615,1.6216643
1616,1.6216643
1617,1.8962097
1618,1.6216643
1619,1.6216643
1620,1.8962097
1621,1.7621721
1622,1.6216643
1623,1.6216643
1624,1.6216643
1625,2.2735894
1626,1.6216643
1627,1.6216643
1628,1.4820619
1629,1.6216643
1630,1.6216643
1631,1.6216643
1632,1.6216643
1633,1.6216643
1634,1.6216643
1635,1.6216643
1636,1.6216643
1637,1.6216643
1638,1.4820619
1639,2.2735894
1640,1.6216643
1641,2.2735894
1642,1.4820619
1643,1.6216643
1644,1.6216643
1645,1.6216643
1646,1.4820619
1647,1.6216643
1648,1.4820619
1649,1.6216643
1650,2.2735894
1651,1.7621721
1652,1.6216643
1653,1.6216643
1654,1.6216643
1655,1.7621721
1656,1.4820619
1657,1.4820619
1658,1.6216643
1659,1.4820619
1660,1.7621721
1661,1.6216643
1662,1.6216643
1663,1.6216643
1664,1.6216643
